category,cost ,material,materialpreference,shelflifemonths,size,sustainabilityscore,volumeinlitres
Automotive Parts Packaging,101.55,Glass,Recyclable,50,Small,0.85,20
Automotive Parts Packaging,201.03,Biodegradable Foam,Biodegradable,38,Medium,1,20
Automotive Parts Packaging,1.56,Biodegradable Foam,Biodegradable,2,Small,0.85,0.5
Automotive Parts Packaging,100.67,Glass,Recyclable,69,Small,0.7,20
Automotive Parts Packaging,39.21,Paper,Recyclable,5,Large,0.9,2
Automotive Parts Packaging,99.13,Aluminum,Recyclable,23,Small,0.9,20
Automotive Parts Packaging,100.7,Biodegradable Plastic,Biodegradable,76,Small,0.85,20
Automotive Parts Packaging,50.29,Biodegradable Plastic,Biodegradable,20,Medium,0.85,5
Automotive Parts Packaging,100.09,Recycled Cardboard,Recyclable,13,Large,0.7,5
Automotive Parts Packaging,23.76,Paper,Recyclable,21,Small,0.85,5
Automotive Parts Packaging,198.74,Biodegradable Plastic,Biodegradable,34,Large,0.8,10
Automotive Parts Packaging,98.72,Biodegradable Plastic,Biodegradable,10,Large,0.7,5
Automotive Parts Packaging,198.77,Recycled Cardboard,Recyclable,51,Medium,0.85,20
Automotive Parts Packaging,201.41,Glass,Recyclable,64,Medium,0.7,20
Automotive Parts Packaging,24.57,Recycled Cardboard,Recyclable,12,Small,0.7,5
Automotive Parts Packaging,199.02,Biodegradable Foam,Biodegradable,61,Medium,1,20
Automotive Parts Packaging,101.63,Biodegradable Foam,Biodegradable,86,Small,0.7,20
Automotive Parts Packaging,6.56,Glass,Recyclable,2,Small,0.9,1
Automotive Parts Packaging,41.06,Biodegradable Foam,Biodegradable,8,Large,0.95,2
Automotive Parts Packaging,21.54,Paper,Recyclable,4,Large,0.7,1
Automotive Parts Packaging,199.95,Aluminum,Recyclable,52,Medium,0.7,20
Automotive Parts Packaging,18.63,Recycled Cardboard,Recyclable,8,Medium,0.7,2
Automotive Parts Packaging,101.03,Biodegradable Plastic,Biodegradable,54,Small,1,20
Automotive Parts Packaging,199.46,Aluminum,Recyclable,58,Medium,0.8,20
Automotive Parts Packaging,100.93,Biodegradable Plastic,Biodegradable,53,Small,0.8,20
Automotive Parts Packaging,9.68,Aluminum,Recyclable,4,Medium,0.85,1
Automotive Parts Packaging,99.01,Aluminum,Recyclable,50,Medium,0.7,10
Automotive Parts Packaging,40.83,Biodegradable Foam,Biodegradable,2,Large,1,2
Automotive Parts Packaging,25.99,Recycled Cardboard,Recyclable,17,Small,1,5
Automotive Parts Packaging,98.57,Recycled Cardboard,Recyclable,21,Large,0.85,5
Automotive Parts Packaging,4.92,Glass,Recyclable,2,Small,0.8,1
Automotive Parts Packaging,198.8,Aluminum,Recyclable,31,Medium,0.8,20
Automotive Parts Packaging,51.92,Paper,Recyclable,12,Medium,0.95,5
Automotive Parts Packaging,199.98,Biodegradable Plastic,Biodegradable,84,Medium,1,20
Automotive Parts Packaging,10.9,Recycled Cardboard,Recyclable,9,Small,1,2
Automotive Parts Packaging,24.67,Biodegradable Foam,Biodegradable,17,Small,0.9,5
Automotive Parts Packaging,101.29,Aluminum,Recyclable,56,Small,0.85,20
Automotive Parts Packaging,51.75,Glass,Recyclable,13,Medium,0.8,5
Automotive Parts Packaging,3.88,Aluminum,Recyclable,1,Medium,0.7,0.5
Automotive Parts Packaging,26.52,Biodegradable Plastic,Biodegradable,6,Small,0.9,5
Automotive Parts Packaging,49.09,Glass,Recyclable,19,Small,0.9,10
Automotive Parts Packaging,401.68,Recycled Cardboard,Recyclable,65,Large,0.7,20
Automotive Parts Packaging,50.93,Aluminum,Recyclable,37,Small,0.8,10
Automotive Parts Packaging,5.59,Recycled Cardboard,Recyclable,1,Medium,0.85,0.5
Automotive Parts Packaging,198.47,Recycled Cardboard,Recyclable,93,Medium,0.85,20
Automotive Parts Packaging,38.23,Recycled Cardboard,Recyclable,7,Large,0.95,2
Automotive Parts Packaging,21.57,Glass,Recyclable,4,Large,0.85,1
Automotive Parts Packaging,10.44,Paper,Recyclable,4,Small,0.9,2
Automotive Parts Packaging,199.04,Glass,Recyclable,36,Large,1,10
Automotive Parts Packaging,48.33,Recycled Cardboard,Recyclable,30,Small,0.9,10
Automotive Parts Packaging,100,Aluminum,Recyclable,13,Large,0.9,5
Automotive Parts Packaging,3.41,Paper,Recyclable,3,Small,0.85,1
Automotive Parts Packaging,11.47,Biodegradable Foam,Biodegradable,1,Large,0.7,0.5
Automotive Parts Packaging,401.24,Biodegradable Foam,Biodegradable,30,Large,0.8,20
Automotive Parts Packaging,9.8,Biodegradable Plastic,Biodegradable,4,Medium,1,1
Automotive Parts Packaging,50.6,Glass,Recyclable,6,Medium,0.8,5
Automotive Parts Packaging,11.15,Glass,Recyclable,2,Medium,0.85,1
Automotive Parts Packaging,19.23,Recycled Cardboard,Recyclable,3,Medium,1,2
Automotive Parts Packaging,11.94,Aluminum,Recyclable,1,Medium,0.7,1
Automotive Parts Packaging,48.88,Glass,Recyclable,24,Medium,1,5
Automotive Parts Packaging,9.16,Glass,Recyclable,5,Medium,0.85,1
Automotive Parts Packaging,201.79,Recycled Cardboard,Recyclable,80,Medium,0.7,20
Automotive Parts Packaging,201.36,Aluminum,Recyclable,27,Medium,0.9,20
Automotive Parts Packaging,18.9,Biodegradable Plastic,Biodegradable,5,Large,0.7,1
Automotive Parts Packaging,198.41,Biodegradable Foam,Biodegradable,35,Medium,0.9,20
Automotive Parts Packaging,39.12,Biodegradable Plastic,Biodegradable,4,Large,0.7,2
Automotive Parts Packaging,40.23,Recycled Cardboard,Recyclable,2,Large,0.95,2
Automotive Parts Packaging,401.84,Biodegradable Foam,Biodegradable,98,Large,0.85,20
Automotive Parts Packaging,6.99,Biodegradable Plastic,Biodegradable,2,Small,0.8,1
Automotive Parts Packaging,200.9,Recycled Cardboard,Recyclable,16,Large,0.95,10
Automotive Parts Packaging,10.73,Recycled Cardboard,Recyclable,8,Small,0.85,2
Automotive Parts Packaging,3.27,Biodegradable Foam,Biodegradable,1,Small,0.95,0.5
Automotive Parts Packaging,51.07,Paper,Recyclable,6,Medium,0.85,5
Automotive Parts Packaging,11.87,Biodegradable Plastic,Biodegradable,5,Medium,1,1
Automotive Parts Packaging,401.53,Recycled Cardboard,Recyclable,40,Large,0.95,20
Automotive Parts Packaging,201.26,Biodegradable Foam,Biodegradable,22,Medium,0.9,20
Automotive Parts Packaging,25.5,Biodegradable Plastic,Biodegradable,10,Small,1,5
Automotive Parts Packaging,101.67,Glass,Recyclable,35,Medium,1,10
Automotive Parts Packaging,38.18,Recycled Cardboard,Recyclable,6,Large,1,2
Automotive Parts Packaging,400.16,Glass,Recyclable,58,Large,0.95,20
Automotive Parts Packaging,200.33,Aluminum,Recyclable,22,Large,1,10
Automotive Parts Packaging,4.09,Biodegradable Plastic,Biodegradable,1,Small,0.85,0.5
Automotive Parts Packaging,198.67,Aluminum,Recyclable,12,Large,0.7,10
Automotive Parts Packaging,21.35,Paper,Recyclable,4,Large,0.8,1
Automotive Parts Packaging,18.92,Aluminum,Recyclable,5,Medium,0.9,2
Automotive Parts Packaging,9.61,Glass,Recyclable,8,Small,0.7,2
Automotive Parts Packaging,19.4,Recycled Cardboard,Recyclable,2,Large,0.7,1
Automotive Parts Packaging,5.72,Paper,Recyclable,2,Medium,0.85,0.5
Automotive Parts Packaging,2.92,Paper,Recyclable,1,Small,0.7,0.5
Automotive Parts Packaging,100.11,Biodegradable Foam,Biodegradable,21,Medium,1,10
Automotive Parts Packaging,4.4,Glass,Recyclable,2,Small,0.85,0.5
Automotive Parts Packaging,5.18,Paper,Recyclable,3,Small,0.95,1
Automotive Parts Packaging,41.58,Aluminum,Recyclable,9,Large,1,2
Automotive Parts Packaging,198.01,Biodegradable Plastic,Biodegradable,99,Medium,0.7,20
Automotive Parts Packaging,101.09,Paper,Recyclable,25,Large,0.9,5
Automotive Parts Packaging,18.16,Biodegradable Foam,Biodegradable,3,Medium,0.9,2
Automotive Parts Packaging,1.13,Recycled Cardboard,Recyclable,1,Small,0.8,0.5
Automotive Parts Packaging,9.91,Biodegradable Plastic,Biodegradable,1,Large,0.9,0.5
Automotive Parts Packaging,98.3,Biodegradable Foam,Biodegradable,19,Large,0.8,5
Automotive Parts Packaging,8.29,Recycled Cardboard,Recyclable,3,Small,0.8,2
Automotive Parts Packaging,19.81,Recycled Cardboard,Recyclable,2,Medium,0.9,2
Automotive Parts Packaging,48.56,Biodegradable Plastic,Biodegradable,45,Small,0.7,10
Automotive Parts Packaging,11.65,Biodegradable Foam,Biodegradable,2,Medium,0.7,1
Automotive Parts Packaging,10.75,Recycled Cardboard,Recyclable,3,Small,0.7,2
Automotive Parts Packaging,8.52,Biodegradable Foam,Biodegradable,3,Medium,0.8,1
Automotive Parts Packaging,25.14,Recycled Cardboard,Recyclable,21,Small,0.95,5
Automotive Parts Packaging,3.52,Glass,Recyclable,2,Medium,1,0.5
Automotive Parts Packaging,50.44,Glass,Recyclable,33,Small,0.95,10
Automotive Parts Packaging,3.15,Recycled Cardboard,Recyclable,1,Small,1,0.5
Automotive Parts Packaging,48.12,Biodegradable Plastic,Biodegradable,27,Small,0.95,10
Automotive Parts Packaging,18.28,Glass,Recyclable,10,Medium,1,2
Automotive Parts Packaging,20.32,Aluminum,Recyclable,6,Medium,0.85,2
Automotive Parts Packaging,48.07,Paper,Recyclable,11,Small,0.85,10
Automotive Parts Packaging,23.19,Recycled Cardboard,Recyclable,16,Small,0.8,5
Automotive Parts Packaging,101.18,Paper,Recyclable,53,Small,0.9,20
Automotive Parts Packaging,5.55,Aluminum,Recyclable,2,Medium,0.95,0.5
Automotive Parts Packaging,10.61,Recycled Cardboard,Recyclable,3,Medium,0.8,1
Automotive Parts Packaging,20.58,Recycled Cardboard,Recyclable,4,Large,0.7,1
Automotive Parts Packaging,40.61,Recycled Cardboard,Recyclable,9,Large,0.85,2
Automotive Parts Packaging,198.33,Paper,Recyclable,34,Large,0.85,10
Automotive Parts Packaging,49.8,Paper,Recyclable,7,Medium,0.9,5
Automotive Parts Packaging,20.42,Biodegradable Foam,Biodegradable,8,Medium,0.95,2
Automotive Parts Packaging,23.37,Glass,Recyclable,24,Small,0.95,5
Automotive Parts Packaging,3.63,Glass,Recyclable,1,Small,0.7,0.5
Automotive Parts Packaging,200.98,Biodegradable Plastic,Biodegradable,35,Medium,1,20
Automotive Parts Packaging,2.19,Aluminum,Recyclable,1,Small,1,0.5
Automotive Parts Packaging,5.35,Paper,Recyclable,1,Small,1,1
Automotive Parts Packaging,9.21,Recycled Cardboard,Recyclable,4,Medium,0.95,1
Automotive Parts Packaging,18.83,Aluminum,Recyclable,4,Large,0.95,1
Automotive Parts Packaging,101.54,Aluminum,Recyclable,87,Small,0.85,20
Automotive Parts Packaging,11.67,Aluminum,Recyclable,5,Small,0.85,2
Automotive Parts Packaging,40.43,Glass,Recyclable,8,Large,1,2
Automotive Parts Packaging,200.34,Biodegradable Plastic,Biodegradable,32,Medium,0.7,20
Automotive Parts Packaging,8.91,Biodegradable Plastic,Biodegradable,3,Small,1,2
Automotive Parts Packaging,98.5,Aluminum,Recyclable,20,Large,0.8,5
Automotive Parts Packaging,18.51,Paper,Recyclable,4,Large,0.9,1
Automotive Parts Packaging,198.1,Paper,Recyclable,48,Large,0.7,10
Automotive Parts Packaging,11.27,Biodegradable Foam,Biodegradable,1,Medium,0.95,1
Automotive Parts Packaging,5.43,Aluminum,Recyclable,3,Small,0.85,1
Automotive Parts Packaging,201.72,Recycled Cardboard,Recyclable,84,Medium,1,20
Automotive Parts Packaging,10.55,Recycled Cardboard,Recyclable,1,Large,1,0.5
Automotive Parts Packaging,21.37,Aluminum,Recyclable,4,Large,0.8,1
Automotive Parts Packaging,200.45,Glass,Recyclable,17,Large,1,10
Automotive Parts Packaging,99.33,Biodegradable Foam,Biodegradable,20,Medium,0.85,10
Automotive Parts Packaging,6.04,Biodegradable Plastic,Biodegradable,2,Medium,1,0.5
Automotive Parts Packaging,99.01,Biodegradable Plastic,Biodegradable,14,Medium,0.8,10
Automotive Parts Packaging,101,Aluminum,Recyclable,14,Large,0.85,5
Automotive Parts Packaging,99.04,Glass,Recyclable,47,Medium,0.95,10
Automotive Parts Packaging,401.18,Aluminum,Recyclable,71,Large,0.95,20
Automotive Parts Packaging,21.12,Aluminum,Recyclable,5,Large,0.85,1
Automotive Parts Packaging,3.99,Biodegradable Foam,Biodegradable,2,Small,0.9,0.5
Automotive Parts Packaging,8.12,Recycled Cardboard,Recyclable,4,Medium,0.8,1
Automotive Parts Packaging,50.15,Biodegradable Plastic,Biodegradable,33,Small,0.95,10
Automotive Parts Packaging,50,Glass,Recyclable,11,Small,1,10
Automotive Parts Packaging,48.67,Glass,Recyclable,23,Medium,0.85,5
Automotive Parts Packaging,200.82,Paper,Recyclable,89,Medium,0.7,20
Automotive Parts Packaging,200.41,Glass,Recyclable,53,Medium,0.85,20
Automotive Parts Packaging,18.69,Biodegradable Plastic,Biodegradable,2,Large,0.8,1
Automotive Parts Packaging,21.88,Aluminum,Recyclable,3,Medium,0.95,2
Automotive Parts Packaging,201.62,Paper,Recyclable,98,Medium,0.7,20
Automotive Parts Packaging,51.93,Biodegradable Plastic,Biodegradable,5,Medium,0.7,5
Automotive Parts Packaging,40.78,Recycled Cardboard,Recyclable,4,Large,0.7,2
Automotive Parts Packaging,99.53,Biodegradable Foam,Biodegradable,30,Medium,0.95,10
Automotive Parts Packaging,40.63,Biodegradable Plastic,Biodegradable,4,Large,0.8,2
Automotive Parts Packaging,201.97,Recycled Cardboard,Recyclable,19,Large,0.8,10
Automotive Parts Packaging,1.13,Biodegradable Plastic,Biodegradable,2,Small,0.7,0.5
Automotive Parts Packaging,5.82,Biodegradable Plastic,Biodegradable,4,Small,0.8,1
Automotive Parts Packaging,4.22,Recycled Cardboard,Recyclable,2,Small,0.9,0.5
Automotive Parts Packaging,9,Recycled Cardboard,Recyclable,2,Medium,0.95,1
Automotive Parts Packaging,99.33,Glass,Recyclable,93,Small,0.7,20
Automotive Parts Packaging,5.79,Paper,Recyclable,3,Small,0.95,1
Automotive Parts Packaging,11.69,Biodegradable Plastic,Biodegradable,4,Small,0.85,2
Automotive Parts Packaging,4.96,Biodegradable Foam,Biodegradable,1,Medium,1,0.5
Automotive Parts Packaging,401.77,Aluminum,Recyclable,63,Large,0.95,20
Automotive Parts Packaging,50.94,Paper,Recyclable,42,Small,0.8,10
Automotive Parts Packaging,48.07,Glass,Recyclable,37,Small,0.7,10
Automotive Parts Packaging,198.84,Recycled Cardboard,Recyclable,67,Medium,0.95,20
Automotive Parts Packaging,38.26,Biodegradable Plastic,Biodegradable,3,Large,0.7,2
Automotive Parts Packaging,51.52,Biodegradable Foam,Biodegradable,33,Small,0.7,10
Automotive Parts Packaging,198.93,Biodegradable Plastic,Biodegradable,76,Medium,0.7,20
Automotive Parts Packaging,6.31,Recycled Cardboard,Recyclable,1,Medium,0.7,0.5
Automotive Parts Packaging,99.29,Biodegradable Foam,Biodegradable,10,Medium,0.7,10
Automotive Parts Packaging,99.09,Biodegradable Plastic,Biodegradable,22,Medium,0.8,10
Automotive Parts Packaging,99.71,Biodegradable Foam,Biodegradable,34,Medium,0.9,10
Automotive Parts Packaging,21.85,Biodegradable Foam,Biodegradable,6,Medium,0.95,2
Automotive Parts Packaging,9.61,Glass,Recyclable,1,Large,1,0.5
Automotive Parts Packaging,8.98,Biodegradable Foam,Biodegradable,7,Small,1,2
Automotive Parts Packaging,49.32,Aluminum,Recyclable,22,Small,1,10
Automotive Parts Packaging,100.19,Paper,Recyclable,6,Large,0.9,5
Automotive Parts Packaging,20.52,Aluminum,Recyclable,3,Large,0.85,1
Automotive Parts Packaging,200.72,Biodegradable Foam,Biodegradable,10,Large,1,10
Automotive Parts Packaging,8.14,Recycled Cardboard,Recyclable,1,Large,0.9,0.5
Automotive Parts Packaging,8.64,Biodegradable Foam,Biodegradable,2,Medium,0.95,1
Automotive Parts Packaging,25.65,Glass,Recyclable,8,Small,0.95,5
Automotive Parts Packaging,9.26,Recycled Cardboard,Recyclable,1,Large,0.95,0.5
Automotive Parts Packaging,101.77,Paper,Recyclable,11,Medium,0.95,10
Automotive Parts Packaging,5.75,Recycled Cardboard,Recyclable,2,Medium,0.95,0.5
Automotive Parts Packaging,49.09,Aluminum,Recyclable,19,Medium,1,5
Automotive Parts Packaging,9.96,Paper,Recyclable,2,Medium,0.95,1
Automotive Parts Packaging,98.47,Paper,Recyclable,48,Medium,0.85,10
Automotive Parts Packaging,11.2,Recycled Cardboard,Recyclable,5,Medium,0.8,1
Automotive Parts Packaging,98.85,Paper,Recyclable,60,Small,0.7,20
Automotive Parts Packaging,4.47,Biodegradable Foam,Biodegradable,2,Small,0.9,0.5
Automotive Parts Packaging,8.57,Glass,Recyclable,2,Large,0.9,0.5
Automotive Parts Packaging,26.84,Aluminum,Recyclable,8,Small,0.85,5
Automotive Parts Packaging,10.94,Aluminum,Recyclable,1,Medium,0.9,1
Automotive Parts Packaging,3.21,Aluminum,Recyclable,1,Small,1,0.5
Automotive Parts Packaging,19.7,Biodegradable Foam,Biodegradable,5,Large,1,1
Automotive Parts Packaging,98.58,Aluminum,Recyclable,24,Large,0.95,5
Automotive Parts Packaging,99.28,Biodegradable Foam,Biodegradable,23,Medium,0.8,10
Automotive Parts Packaging,400.83,Biodegradable Plastic,Biodegradable,55,Large,0.8,20
Automotive Parts Packaging,98.22,Aluminum,Recyclable,19,Large,0.9,5
Automotive Parts Packaging,3,Biodegradable Foam,Biodegradable,2,Small,0.8,0.5
Automotive Parts Packaging,399.84,Paper,Recyclable,57,Large,0.95,20
Automotive Parts Packaging,48.83,Biodegradable Plastic,Biodegradable,22,Small,0.7,10
Automotive Parts Packaging,5.29,Biodegradable Plastic,Biodegradable,4,Small,0.7,1
Automotive Parts Packaging,5.37,Biodegradable Plastic,Biodegradable,2,Small,1,1
Automotive Parts Packaging,24.01,Aluminum,Recyclable,7,Small,0.95,5
Automotive Parts Packaging,9.47,Biodegradable Foam,Biodegradable,1,Large,0.7,0.5
Automotive Parts Packaging,98.53,Paper,Recyclable,17,Large,0.7,5
Automotive Parts Packaging,99.78,Recycled Cardboard,Recyclable,58,Small,0.95,20
Automotive Parts Packaging,39.2,Recycled Cardboard,Recyclable,9,Large,0.9,2
Automotive Parts Packaging,20.02,Aluminum,Recyclable,5,Medium,0.8,2
Automotive Parts Packaging,19.93,Recycled Cardboard,Recyclable,8,Medium,0.85,2
Automotive Parts Packaging,99.58,Biodegradable Plastic,Biodegradable,7,Large,0.8,5
Automotive Parts Packaging,10.29,Glass,Recyclable,4,Medium,1,1
Automotive Parts Packaging,49.37,Biodegradable Foam,Biodegradable,20,Medium,0.7,5
Automotive Parts Packaging,48.77,Glass,Recyclable,22,Medium,1,5
Automotive Parts Packaging,5.1,Paper,Recyclable,2,Medium,0.7,0.5
Automotive Parts Packaging,199.84,Glass,Recyclable,38,Large,0.85,10
Automotive Parts Packaging,99.22,Recycled Cardboard,Recyclable,18,Large,0.95,5
Automotive Parts Packaging,101.39,Aluminum,Recyclable,25,Medium,0.8,10
Automotive Parts Packaging,100.78,Aluminum,Recyclable,26,Medium,0.95,10
Automotive Parts Packaging,199.32,Recycled Cardboard,Recyclable,24,Large,0.95,10
Automotive Parts Packaging,399.49,Glass,Recyclable,26,Large,0.95,20
Automotive Parts Packaging,399.35,Glass,Recyclable,95,Large,0.7,20
Automotive Parts Packaging,201.84,Glass,Recyclable,99,Medium,0.8,20
Automotive Parts Packaging,99.07,Glass,Recyclable,17,Medium,0.95,10
Automotive Parts Packaging,201.51,Biodegradable Plastic,Biodegradable,80,Medium,0.7,20
Automotive Parts Packaging,198.94,Aluminum,Recyclable,11,Large,0.8,10
Automotive Parts Packaging,21.67,Recycled Cardboard,Recyclable,3,Large,0.7,1
Automotive Parts Packaging,19.59,Recycled Cardboard,Recyclable,10,Medium,0.9,2
Automotive Parts Packaging,201.84,Paper,Recyclable,54,Medium,0.7,20
Automotive Parts Packaging,199.24,Biodegradable Foam,Biodegradable,29,Large,0.8,10
Automotive Parts Packaging,39.94,Aluminum,Recyclable,5,Large,0.95,2
Automotive Parts Packaging,11.61,Paper,Recyclable,3,Medium,0.95,1
Automotive Parts Packaging,5.38,Paper,Recyclable,2,Medium,0.9,0.5
Automotive Parts Packaging,39.64,Recycled Cardboard,Recyclable,8,Large,0.7,2
Automotive Parts Packaging,198.47,Recycled Cardboard,Recyclable,71,Medium,0.7,20
Automotive Parts Packaging,4.36,Paper,Recyclable,2,Small,0.85,0.5
Automotive Parts Packaging,48.43,Aluminum,Recyclable,35,Small,1,10
Automotive Parts Packaging,21.87,Biodegradable Foam,Biodegradable,3,Large,0.95,1
Automotive Parts Packaging,3.76,Biodegradable Plastic,Biodegradable,1,Medium,0.85,0.5
Automotive Parts Packaging,10.55,Glass,Recyclable,3,Medium,0.9,1
Automotive Parts Packaging,20.56,Biodegradable Plastic,Biodegradable,3,Medium,0.8,2
Automotive Parts Packaging,48.57,Paper,Recyclable,37,Small,0.8,10
Automotive Parts Packaging,10.61,Aluminum,Recyclable,3,Small,0.8,2
Automotive Parts Packaging,49.16,Recycled Cardboard,Recyclable,44,Small,0.7,10
Automotive Parts Packaging,20.59,Biodegradable Foam,Biodegradable,9,Medium,0.9,2
Automotive Parts Packaging,41.99,Paper,Recyclable,3,Large,0.85,2
Automotive Parts Packaging,3.63,Biodegradable Plastic,Biodegradable,1,Medium,0.85,0.5
Automotive Parts Packaging,50.83,Recycled Cardboard,Recyclable,13,Medium,0.7,5
Automotive Parts Packaging,2.35,Biodegradable Foam,Biodegradable,1,Small,1,0.5
Automotive Parts Packaging,200.61,Paper,Recyclable,36,Large,1,10
Automotive Parts Packaging,9.76,Glass,Recyclable,1,Medium,0.7,1
Automotive Parts Packaging,21.85,Biodegradable Foam,Biodegradable,2,Medium,0.8,2
Automotive Parts Packaging,6.46,Biodegradable Foam,Biodegradable,2,Medium,0.7,0.5
Automotive Parts Packaging,25.85,Recycled Cardboard,Recyclable,23,Small,0.9,5
